,text,label
1293,"🛑Imam Mahdi Nasser Mohammad Al-Yemeni..
""O American President Joseph Biden, I order you and those with you to withdraw your forces from all of the Red and Arabian Seas. If America and those with it did not implement the order of Allah’s khalifa over the whole world, land and sea, we will surely wait and see what Allah will do to you if the Imam Mahdi Nasser Mohammad Al-Yemeni is truly khalifa of Allah over the whole world, so how would Allah not declare war on those who disobey the order of His khalifa?! By Allah, by Allah, and by Allah the Great, surely the carpets will be laid out at the White House for Allah’s khalifa, the Imam Mahdi Nasser Mohammad Al-Yemeni, and Allah will subject the necks of the worlds altogether in the obedience of Allah’s khalifa (whether they like it or not) willingly or unwillingly, and know that Allah ever attains His purpose that’s when Nasser Mohammad Al-Yemeni is truly the khalifa of Allah over the whole world, and if I am a liar, no harm will befall you, O Joseph Biden, it is then my lie is against me, while if Nasser Mohammad Al-Yemeni is one of the truthful ones that he is khalifa of Allah over the worlds; then Allah will certainly afflict you with what khalifa of Allah promised you, by a command from Allah.
.
O Joseph Biden, how strange! How can you feel safe from Allah's plot while your ships and battleships are resting on the back of a soldier of Allah’s soldiers which is the sea?! If He wills, He would drown you, and there will be no scream (of help) for you. Confirming with the word of Allah the Most High: [Y.S.] 36:43
{وَإِن نَّشَأْ نُغْرِقْهُمْ فَلَا صَرِيخَ لَهُمْ وَلَا هُمْ يُنقَذُونَ ‎﴿٤٣﴾‏} صدق الله العظيم [سورة يس].
.
Or He would annihilate you by a roaring, violent wind, or by Al-Rajifa asteroid violent convulsion. Confirming with the word of Allah the Most High: [Fussilat] 41:13
{فَإِنْ أَعْرَضُوا فَقُلْ أَنذَرْتُكُمْ صَاعِقَةً مِّثْلَ صَاعِقَةِ عَادٍ وَثَمُودَ ‎﴿١٣﴾‏} صدق الله العظيم [سورة فصلت].
.
Or He would cause the earth to swallow them, or a destructive earthquake. Confirming with the word of Allah the Most High: [Al-Nahl] 16:45
{أَفَأَمِنَ الَّذِينَ مَكَرُوا السَّيِّئَاتِ أَن يَخْسِفَ اللَّهُ بِهِمُ الْأَرْضَ أَوْ يَأْتِيَهُمُ الْعَذَابُ مِنْ حَيْثُ لَا يَشْعُرُونَ ‎﴿٤٥﴾} صدق الله العظيم [سورة النحل]
.
Or He would make them perish by planet Saqar the most grievous and most bitter. Confirming with the word of Allah the Most High: [Al-Anbyãa´] 21:37-49
{خُلِقَ الْإِنسَانُ مِنْ عَجَلٍ ۚ سَأُرِيكُمْ آيَاتِي فَلَا تَسْتَعْجِلُونِ ‎﴿٣٧﴾‏ وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ ‎﴿٣٨﴾‏ لَوْ يَعْلَمُ الَّذِينَ كَفَرُوا حِينَ لَا يَكُفُّونَ عَن وُجُوهِهِمُ النَّارَ وَلَا عَن ظُهُورِهِمْ وَلَا هُمْ يُنصَرُونَ ‎﴿٣٩﴾‏ بَلْ تَأْتِيهِم بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا وَلَا هُمْ يُنظَرُونَ ‎﴿٤٠﴾}‏ صدق الله العظيم [سورة الانبياءٍ].
.
And I shout out loud in the ears of all the alliance of aggression and transgression who want to extinguish Allah’s light, and I say to them out loud the word of Allah the Most High: [Al-Ra`ad] 13:41-42
{أَوَلَمْ يَرَوْا أَنَّا نَأْتِي الْأَرْضَ نَنقُصُهَا مِنْ أَطْرَافِهَا ۚ وَاللَّهُ يَحْكُمُ لَا مُعَقِّبَ لِحُكْمِهِ ۚ وَهُوَ سَرِيعُ الْحِسَابِ ‎﴿٤١﴾‏ وَقَدْ مَكَرَ الَّذِينَ مِن قَبْلِهِمْ فَلِلَّهِ الْمَكْرُ جَمِيعًا ۖ يَعْلَمُ مَا تَكْسِبُ كُلُّ نَفْسٍ ۗ وَسَيَعْلَمُ الْكُفَّارُ لِمَنْ عُقْبَى الدَّارِ ‎﴿٤٢﴾}‏ صدق الله العظيم [سورة الرعد].
.
And confirming with the word of Allah the Most High: [Al-Anbyãa´] 21:44
{بَلْ مَتَّعْنَا هَٰؤُلَاءِ وَآبَاءَهُمْ حَتَّىٰ طَالَ عَلَيْهِمُ الْعُمُرُ ۗ أَفَلَا يَرَوْنَ أَنَّا نَأْتِي الْأَرْضَ نَنقُصُهَا مِنْ أَطْرَافِهَا ۚ أَفَهُمُ الْغَالِبُونَ ‎﴿٤٤﴾‏} صدق الله العظيم [سورة الأنبياء].
.
So watch and I am too watching with you. Confirming with the word of Allah the Most High: [Al-Dukhãn] 44:58-59
{فَإِنَّمَا يَسَّرْنَاهُ بِلِسَانِكَ لَعَلَّهُمْ يَتَذَكَّرُونَ ‎﴿٥٨﴾‏ فَارْتَقِبْ إِنَّهُم مُّرْتَقِبُونَ ‎﴿٥٩﴾‏} صدق الله العظيم [سورة الدخان].
.
And we conclude this explanatory-statement with the word of Allah the Most High: [Ãli-´Imrãn] 3:26
{قُلِ اللَّهُمَّ مَالِكَ الْمُلْكِ تُؤْتِي الْمُلْكَ مَن تَشَاءُ وَتَنزِعُ الْمُلْكَ مِمَّن تَشَاءُ وَتُعِزُّ مَن تَشَاءُ وَتُذِلُّ مَن تَشَاءُ ۖ بِيَدِكَ الْخَيْرُ ۖ إِنَّكَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ ‎﴿٢٦﴾‏} صدق الله العظيم [سورة آل عمران].
.
Peace be upon the messengers, and praise be to Allah Lord of the worlds..
Khalifa of Allah over the worlds; the Imam Mahdi Nasser Mohammad Al-Yemeni""
Jan. 11 - 2024 AD
Please click here for more👇
https://nasser-alyamani.org/showthread.php?p=438735",NEGATIVE
1294,Liar liar pants on fire,NEGATIVE
1295,Good job 👍,POSITIVE
1296,BidenoCide in Gaza,NEGATIVE
1297,"🚫⚔️A year of Hellfire and a painful chastisement for every outcast satan of jinn, mankind and every sort..⚔️🚫
▪️29 - Jamad Akhera -1445 AHJan.11 - 2024 AD▪️
In any case, O American President Joseph Biden, I order you and those with you to withdraw your forces from all of the Red and Arabian Seas. If America and those with it did not implement the order of Allah’s khalifa over the whole world, land and sea, we will surely wait and see what Allah will do to you if the Imam Mahdi Nasser Mohammad Al-Yemeni is truly khalifa of Allah over the whole world, so how would Allah not declare war on those who disobey the order of His khalifa?! By Allah, by Allah, and by Allah the Great, surely the carpets will be laid out at the White House for Allah’s khalifa, the Imam Mahdi Nasser Mohammad Al-Yemeni, and Allah will subject the necks of the worlds altogether in the obedience of Allah’s khalifa (whether they like it or not) willingly or unwillingly, and know that Allah ever attains His purpose that’s when Nasser Mohammad Al-Yemeni is truly the khalifa of Allah over the whole world, and if I am a liar, no harm will befall you, O Joseph Biden, it is then my lie is against me, while if Nasser Mohammad Al-Yemeni is one of the truthful ones that he is khalifa of Allah over the worlds; then Allah will certainly afflict you with what khalifa of Allah promised you, by a command from Allah.
.

O Joseph Biden, how strange! How can you feel safe from Allah s plot while your ships and battleships are resting on the back of a soldier of Allah’s soldiers which is the sea?! If He wills, He would drown you, and there will be no scream (of help) for you. Confirming with the word of Allah the Most High: [Y.S.] 36:43
{وَإِن نَّشَأْ نُغْرِقْهُمْ فَلَا صَرِيخَ لَهُمْ وَلَا هُمْ يُنقَذُونَ ‎﴿٤٣﴾‏} صدق الله العظيم [سورة يس].
.
Or He would annihilate you by a roaring, violent wind, or by Al-Rajifa asteroid violent convulsion. Confirming with the word of Allah the Most High: [Fussilat] 41:13
{فَإِنْ أَعْرَضُوا فَقُلْ أَنذَرْتُكُمْ صَاعِقَةً مِّثْلَ صَاعِقَةِ عَادٍ وَثَمُودَ ‎﴿١٣﴾‏} صدق الله العظيم [سورة فصلت].
.
Or He would cause the earth to swallow them, or a destructive earthquake. Confirming with the word of Allah the Most High: [Al-Nahl] 16:45
{أَفَأَمِنَ الَّذِينَ مَكَرُوا السَّيِّئَاتِ أَن يَخْسِفَ اللَّهُ بِهِمُ الْأَرْضَ أَوْ يَأْتِيَهُمُ الْعَذَابُ مِنْ حَيْثُ لَا يَشْعُرُونَ ‎﴿٤٥﴾} صدق الله العظيم [سورة النحل]
.
Or He would make them perish by planet Saqar the most grievous and most bitter. Confirming with the word of Allah the Most High: [Al-Anbyãa´] 21:37-49
{خُلِقَ الْإِنسَانُ مِنْ عَجَلٍ ۚ سَأُرِيكُمْ آيَاتِي فَلَا تَسْتَعْجِلُونِ ‎﴿٣٧﴾‏ وَيَقُولُونَ مَتَىٰ هَٰذَا الْوَعْدُ إِن كُنتُمْ صَادِقِينَ ‎﴿٣٨﴾‏ لَوْ يَعْلَمُ الَّذِينَ كَفَرُوا حِينَ لَا يَكُفُّونَ عَن وُجُوهِهِمُ النَّارَ وَلَا عَن ظُهُورِهِمْ وَلَا هُمْ يُنصَرُونَ ‎﴿٣٩﴾‏ بَلْ تَأْتِيهِم بَغْتَةً فَتَبْهَتُهُمْ فَلَا يَسْتَطِيعُونَ رَدَّهَا وَلَا هُمْ يُنظَرُونَ ‎﴿٤٠﴾}‏ صدق الله العظيم [سورة الانبياءٍ].
.
And I shout out loud in the ears of all the alliance of aggression and transgression who want to extinguish Allah’s light, and I say to them out loud the word of Allah the Most High: [Al-Ra`ad] 13:41-42
{أَوَلَمْ يَرَوْا أَنَّا نَأْتِي الْأَرْضَ نَنقُصُهَا مِنْ أَطْرَافِهَا ۚ وَاللَّهُ يَحْكُمُ لَا مُعَقِّبَ لِحُكْمِهِ ۚ وَهُوَ سَرِيعُ الْحِسَابِ ‎﴿٤١﴾‏ وَقَدْ مَكَرَ الَّذِينَ مِن قَبْلِهِمْ فَلِلَّهِ الْمَكْرُ جَمِيعًا ۖ يَعْلَمُ مَا تَكْسِبُ كُلُّ نَفْسٍ ۗ وَسَيَعْلَمُ الْكُفَّارُ لِمَنْ عُقْبَى الدَّارِ ‎﴿٤٢﴾}‏ صدق الله العظيم [سورة الرعد].
.
So watch and I am too watching with you. Confirming with the word of Allah the Most High: [Al-Dukhãn] 44:58-59
{فَإِنَّمَا يَسَّرْنَاهُ بِلِسَانِكَ لَعَلَّهُمْ يَتَذَكَّرُونَ ‎﴿٥٨﴾‏ فَارْتَقِبْ إِنَّهُم مُّرْتَقِبُونَ ‎﴿٥٩﴾‏} صدق الله العظيم [سورة الدخان].
.
And we conclude this explanatory-statement with the word of Allah the Most High: [Ãli-´Imrãn] 3:26
{قُلِ اللَّهُمَّ مَالِكَ الْمُلْكِ تُؤْتِي الْمُلْكَ مَن تَشَاءُ وَتَنزِعُ الْمُلْكَ مِمَّن تَشَاءُ وَتُعِزُّ مَن تَشَاءُ وَتُذِلُّ مَن تَشَاءُ ۖ بِيَدِكَ الْخَيْرُ ۖ إِنَّكَ عَلَىٰ كُلِّ شَيْءٍ قَدِيرٌ ‎﴿٢٦﴾‏} صدق الله العظيم [سورة آل عمران].
.
Peace be upon the messengers, and praise be to Allah Lord of the worlds..
Khalifa of Allah over the worlds; the Imam Mahdi Nasser Mohammad Al-Yemeni.
➖➖➖➖➖➖➖➖

Imam Mahdi Nasser Mohammad Al-Yemeni
A year of Hellfire and a painful chastisement for every outcast satan of jinn, mankind and every sort..
29 - Jamad Akhera - 1445 AH
Jan. 11 - 2024 AD
06:35 am
(According to the official time of [Mecca] mother of towns)

[👉To read the full statement, click on the link below👇] 
https://nasser-alyamani.org/showthread.php?p=438735

#Miracle_Gaza_is_graveyard_to_invaders.
#السابع_من_اكتوبر..
#غزة_المكرمة..
#ألحرارة_باترتفع_إلى_151_درجة..
#Saturday_October_07..
#The_Verdict_of_Imam_Mahdi_Concerning_Hamas..
#In_the_name_of_Allah_the_One_the_Subduer..
#Urgent_to_every_human_and_each_who_has_intellect
#Significant_event_an_admonishment_to_each_sane
#Shanghai_Virus_Is_Torment
#TheWarningMoonIsOver
#Omicron_is_a_global_calamity
#Divine_Cosmic_n_Covidious_War
#NoFlee_COVID_Of_DeathArrived
‎#WarningTo_Mohamed_Bin_Salman
_____________",NEGATIVE
1298,Bidenomics brought us Bidenflation.  Bidenflation is the rising cost of voting stupid.,NEGATIVE
1299,"Where’s the police reform, Joseph Robinette Biden?  If you vote for Jim Crow Joe you ain’t black",NEGATIVE
1300,God bless ✨,POSITIVE
1301,"Will you explain why your administration overstated job growth by 443,000 last year to pad the numbers and still didn't hit the workforce participation rates that Trump had before the Plandemic Pedo Pete?",NEGATIVE
1302,https://vm.tiktok.com/ZM6xatbdB/🇵🇸,NEGATIVE
1303,"⛔⛔
Dios elevará la temperatura a 151 grados,
{وَمَا ظَلَمَهُمُ اللَّهُ وَلَٰكِن كَانُوا أَنفُسَهُمْ يَظْلِمُونَ ‎﴿٣٣﴾} [سورة النحل] ..
Verdad son las palabras del Señor.
Sagrado Corán
Capítulo: 16, parte del versículos: 33.
****
El-Imam Al-Mahdi Nasser Mohammed El-Yamani
05 - 04 - 1445 D.H.
20 - 10 - 2023 D.C
Hora: 07:42
(Según el calendario oficial de la Meca)
___________
https://youtu.be/14kkx5gdQxk?si=FrxG5DnvipscoWcn",NEGATIVE
1304,"Innocent Palestinians are being murdered by your support. A city is being murdered. A genocide! And u r on the oppressors"" side.",NEGATIVE
1305,"great example great 
thinking ♥️",POSITIVE
1306,"⛔⛔
El-Imam Al-Mahdi Nasser Muhammad El-Yamani
29 - 06 - 1445 D.H.
11 - 01 - 2024 D.C
Hora: 06:35
(Según el calendario oficial de la Meca)

https://youtu.be/fnhtPpa1UmY

https://n-ye.me/438787",NEGATIVE
1307,"Deplorables🫵
Don’t be a hater and loser
Listen to your Golden God, the real Donald Trump, and let’s Make America Great Again and let’s thank the Snowflakes, Libs, Commies & ANTIFA that recognized the evil that was Trump, came together and voted him out of the White House",NEGATIVE
1308,"Think of what the $481 billion a year we spend on illegal aliens would do for our small businesses, homeless and veterans. You're the worst president in US history!",NEGATIVE
1309,He's using  taxpayers money to help fund genocide.,NEGATIVE
1310,💦💦💦🤮🤮,NEGATIVE
1311,nan,POSITIVE
1312,This Is Absolutely The Best White House Administration Ever And It Amuses Me How Many Of You Are So Bitter About It 😂😂,POSITIVE
1313,nan,POSITIVE
1314,"Cau joe ako,",POSITIVE
1315,"President Joe Biden is the true leader and patriot that America needs, not that malcontent known as the real Donald Trump and real American Patriots know this and don’t tell repeated lies in attempt to destroy him and US",POSITIVE
